instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt_hourly,cnt_day,hourly_ratio,cnt_day_scaled
7657,2011-11-20,4,0,11,15,0,0,0,2,21.32,25.0,68.0,12.998000000000001,109,242,351,3520,0.09971590909090909,1.76
7658,2011-11-20,4,0,11,16,0,0,0,2,21.32,25.0,63.0,8.9981,81,225,306,3520,0.08693181818181818,1.76
7659,2011-11-20,4,0,11,17,0,0,0,2,21.32,25.0,63.0,12.998000000000001,35,168,203,3520,0.057670454545454546,1.76
7660,2011-11-20,4,0,11,18,0,0,0,2,22.14,25.759999999999998,64.0,12.998000000000001,22,123,145,3520,0.041193181818181816,1.76
7661,2011-11-20,4,0,11,19,0,0,0,2,20.5,24.240000000000002,72.0,7.0015,17,140,157,3520,0.044602272727272727,1.76
7662,2011-11-20,4,0,11,20,0,0,0,2,21.32,25.0,68.0,7.0015,23,90,113,3520,0.03210227272727273,1.76
7663,2011-11-20,4,0,11,21,0,0,0,2,19.68,23.485,77.0,6.0032,11,94,105,3520,0.029829545454545456,1.76
7664,2011-11-20,4,0,11,22,0,0,0,3,18.86,22.725,88.0,6.0032,5,35,40,3520,0.011363636363636364,1.76
7665,2011-11-20,4,0,11,23,0,0,0,3,18.86,22.725,88.0,6.0032,3,25,28,3520,0.007954545454545454,1.76
7666,2011-11-21,4,0,11,0,0,1,1,2,18.86,22.725,94.0,0.0,4,13,17,2765,0.006148282097649186,1.3825
7667,2011-11-21,4,0,11,1,0,1,1,3,18.86,22.725,94.0,12.998000000000001,4,8,12,2765,0.00433996383363472,1.3825
7668,2011-11-21,4,0,11,2,0,1,1,3,18.04,21.97,100.0,12.998000000000001,1,2,3,2765,0.00108499095840868,1.3825
7669,2011-11-21,4,0,11,3,0,1,1,3,18.04,21.97,100.0,8.9981,0,4,4,2765,0.0014466546112115732,1.3825
7670,2011-11-21,4,0,11,4,0,1,1,3,18.04,21.97,100.0,8.9981,0,5,5,2765,0.0018083182640144665,1.3825
7671,2011-11-21,4,0,11,5,0,1,1,2,18.04,21.97,100.0,0.0,0,20,20,2765,0.007233273056057866,1.3825
7672,2011-11-21,4,0,11,6,0,1,1,2,17.22,21.21,100.0,0.0,0,76,76,2765,0.02748643761301989,1.3825
7673,2011-11-21,4,0,11,7,0,1,1,2,18.86,22.725,94.0,11.0014,17,229,246,2765,0.08896925858951175,1.3825
7674,2011-11-21,4,0,11,8,0,1,1,2,18.86,22.725,94.0,0.0,13,378,391,2765,0.14141048824593128,1.3825
7675,2011-11-21,4,0,11,9,0,1,1,2,19.68,23.485,94.0,7.0015,15,222,237,2765,0.08571428571428572,1.3825
7676,2011-11-21,4,0,11,10,0,1,1,2,21.32,25.0,83.0,0.0,25,110,135,2765,0.048824593128390596,1.3825
7677,2011-11-21,4,0,11,11,0,1,1,2,21.32,25.0,83.0,7.0015,16,112,128,2765,0.04629294755877034,1.3825
7678,2011-11-21,4,0,11,12,0,1,1,2,20.5,24.240000000000002,77.0,8.9981,24,138,162,2765,0.058589511754068714,1.3825
7679,2011-11-21,4,0,11,13,0,1,1,2,20.5,24.240000000000002,77.0,8.9981,13,121,134,2765,0.0484629294755877,1.3825
7680,2011-11-21,4,0,11,14,0,1,1,2,19.68,23.485,82.0,12.998000000000001,14,121,135,2765,0.048824593128390596,1.3825
7681,2011-11-21,4,0,11,15,0,1,1,3,18.04,21.97,94.0,15.001299999999999,15,93,108,2765,0.03905967450271248,1.3825
7682,2011-11-21,4,0,11,16,0,1,1,3,18.04,21.97,94.0,15.001299999999999,13,95,108,2765,0.03905967450271248,1.3825
7683,2011-11-21,4,0,11,17,0,1,1,3,17.22,21.21,94.0,19.999499999999998,10,200,210,2765,0.0759493670886076,1.3825
7684,2011-11-21,4,0,11,18,0,1,1,3,17.22,21.21,88.0,12.998000000000001,8,184,192,2765,0.06943942133815552,1.3825
7685,2011-11-21,4,0,11,19,0,1,1,3,16.400000000000002,20.455000000000002,94.0,12.998000000000001,2,135,137,2765,0.04954792043399638,1.3825
7686,2011-11-21,4,0,11,20,0,1,1,3,16.400000000000002,20.455000000000002,87.0,15.001299999999999,5,75,80,2765,0.028933092224231464,1.3825
7687,2011-11-21,4,0,11,21,0,1,1,3,16.400000000000002,20.455000000000002,87.0,11.0014,11,103,114,2765,0.04122965641952984,1.3825
7688,2011-11-21,4,0,11,22,0,1,1,3,16.400000000000002,20.455000000000002,87.0,8.9981,6,72,78,2765,0.028209764918625677,1.3825
7689,2011-11-21,4,0,11,23,0,1,1,3,16.400000000000002,20.455000000000002,87.0,11.0014,4,29,33,2765,0.011934900542495479,1.3825
7690,2011-11-22,4,0,11,0,0,2,1,3,15.58,19.695,94.0,7.0015,0,14,14,1607,0.008711885500933417,0.8035
7691,2011-11-22,4,0,11,1,0,2,1,3,16.400000000000002,20.455000000000002,94.0,8.9981,1,5,6,1607,0.00373366521468575,0.8035
7692,2011-11-22,4,0,11,2,0,2,1,3,15.58,19.695,100.0,7.0015,2,4,6,1607,0.00373366521468575,0.8035
7693,2011-11-22,4,0,11,3,0,2,1,3,15.58,19.695,100.0,7.0015,1,2,3,1607,0.001866832607342875,0.8035
7694,2011-11-22,4,0,11,4,0,2,1,3,15.58,19.695,94.0,11.0014,0,7,7,1607,0.0043559427504667085,0.8035
7695,2011-11-22,4,0,11,5,0,2,1,3,15.58,19.695,94.0,11.0014,1,17,18,1607,0.01120099564405725,0.8035
7696,2011-11-22,4,0,11,6,0,2,1,2,15.58,19.695,94.0,7.0015,1,63,64,1607,0.03982576228998133,0.8035
7697,2011-11-22,4,0,11,7,0,2,1,3,15.58,19.695,94.0,15.001299999999999,2,119,121,1607,0.07529558182949596,0.8035
7698,2011-11-22,4,0,11,8,0,2,1,3,15.58,19.695,94.0,15.001299999999999,5,185,190,1607,0.11823273179838208,0.8035
7699,2011-11-22,4,0,11,9,0,2,1,3,16.400000000000002,20.455000000000002,94.0,0.0,2,147,149,1607,0.09271935283136279,0.8035
7700,2011-11-22,4,0,11,10,0,2,1,3,16.400000000000002,20.455000000000002,94.0,0.0,6,46,52,1607,0.03235843186060983,0.8035
7701,2011-11-22,4,0,11,11,0,2,1,3,16.400000000000002,20.455000000000002,94.0,8.9981,4,28,32,1607,0.019912881144990666,0.8035
7702,2011-11-22,4,0,11,12,0,2,1,3,16.400000000000002,20.455000000000002,100.0,6.0032,3,18,21,1607,0.013067828251400125,0.8035
7703,2011-11-22,4,0,11,13,0,2,1,3,17.22,21.21,100.0,6.0032,4,22,26,1607,0.016179215930304917,0.8035
7704,2011-11-22,4,0,11,14,0,2,1,3,17.22,21.21,100.0,6.0032,4,31,35,1607,0.021779713752333542,0.8035
7705,2011-11-22,4,0,11,15,0,2,1,3,18.04,21.97,94.0,0.0,2,32,34,1607,0.021157436216552583,0.8035
7706,2011-11-22,4,0,11,16,0,2,1,3,18.04,21.97,94.0,0.0,3,59,62,1607,0.038581207218419414,0.8035
7707,2011-11-22,4,0,11,17,0,2,1,3,18.04,21.97,100.0,6.0032,4,161,165,1607,0.10267579340385811,0.8035
7708,2011-11-22,4,0,11,18,0,2,1,3,18.04,21.97,100.0,0.0,0,148,148,1607,0.09209707529558182,0.8035
7709,2011-11-22,4,0,11,19,0,2,1,3,18.86,22.725,94.0,7.0015,5,106,111,1607,0.06907280647168637,0.8035
7710,2011-11-22,4,0,11,20,0,2,1,2,18.86,22.725,100.0,15.001299999999999,6,121,127,1607,0.07902924704418171,0.8035
7711,2011-11-22,4,0,11,21,0,2,1,2,18.86,22.725,100.0,16.997899999999998,4,86,90,1607,0.056004978220286245,0.8035
7712,2011-11-22,4,0,11,22,0,2,1,2,20.5,24.240000000000002,94.0,12.998000000000001,6,81,87,1607,0.054138145612943375,0.8035
7713,2011-11-22,4,0,11,23,0,2,1,2,19.68,23.485,94.0,16.997899999999998,3,36,39,1607,0.024268823895457373,0.8035
7714,2011-11-23,4,0,11,0,0,3,1,2,19.68,23.485,94.0,16.997899999999998,2,14,16,2566,0.006235385814497272,1.283
7715,2011-11-23,4,0,11,1,0,3,1,2,19.68,23.485,94.0,19.999499999999998,0,8,8,2566,0.003117692907248636,1.283
7716,2011-11-23,4,0,11,2,0,3,1,3,20.5,24.240000000000002,94.0,23.9994,1,5,6,2566,0.002338269680436477,1.283
7717,2011-11-23,4,0,11,3,0,3,1,3,20.5,24.240000000000002,94.0,23.9994,1,2,3,2566,0.0011691348402182386,1.283
7718,2011-11-23,4,0,11,4,0,3,1,3,21.32,25.0,88.0,23.9994,0,5,5,2566,0.0019485580670303975,1.283
7719,2011-11-23,4,0,11,5,0,3,1,2,18.86,22.725,94.0,12.998000000000001,1,16,17,2566,0.006625097427903352,1.283
7720,2011-11-23,4,0,11,6,0,3,1,2,18.04,21.97,100.0,0.0,1,68,69,2566,0.026890101325019487,1.283
7721,2011-11-23,4,0,11,7,0,3,1,2,18.86,22.725,100.0,6.0032,2,154,156,2566,0.060795011691348405,1.283
7722,2011-11-23,4,0,11,8,0,3,1,2,19.68,23.485,94.0,7.0015,7,316,323,2566,0.12587685113016367,1.283
7723,2011-11-23,4,0,11,9,0,3,1,2,21.32,25.0,94.0,12.998000000000001,3,164,167,2566,0.06508183943881528,1.283
7724,2011-11-23,4,0,11,10,0,3,1,2,21.32,25.0,94.0,12.998000000000001,6,70,76,2566,0.029618082618862042,1.283
7725,2011-11-23,4,0,11,11,0,3,1,2,20.5,24.240000000000002,72.0,27.999299999999998,9,107,116,2566,0.04520654715510522,1.283
7726,2011-11-23,4,0,11,12,0,3,1,1,19.68,23.485,55.00000000000001,27.999299999999998,9,151,160,2566,0.06235385814497272,1.283
7727,2011-11-23,4,0,11,13,0,3,1,2,18.04,21.97,54.0,32.9975,12,162,174,2566,0.06780982073265783,1.283
7728,2011-11-23,4,0,11,14,0,3,1,1,17.22,21.21,54.0,31.0009,13,200,213,2566,0.08300857365549494,1.283
7729,2011-11-23,4,0,11,15,0,3,1,2,17.22,21.21,54.0,30.002599999999997,13,194,207,2566,0.08067030397505846,1.283
7730,2011-11-23,4,0,11,16,0,3,1,2,16.400000000000002,20.455000000000002,62.0,31.0009,4,169,173,2566,0.06742010911925175,1.283
7731,2011-11-23,4,0,11,17,0,3,1,3,15.58,19.695,71.0,26.0027,7,156,163,2566,0.06352299298519096,1.283
7732,2011-11-23,4,0,11,18,0,3,1,2,16.400000000000002,20.455000000000002,57.99999999999999,35.0008,7,138,145,2566,0.056508183943881525,1.283
7733,2011-11-23,4,0,11,19,0,3,1,1,15.58,19.695,57.99999999999999,26.0027,6,116,122,2566,0.0475448168355417,1.283
7734,2011-11-23,4,0,11,20,0,3,1,1,14.76,16.665,62.0,26.0027,1,67,68,2566,0.026500389711613406,1.283
7735,2011-11-23,4,0,11,21,0,3,1,1,14.76,15.909999999999998,56.99999999999999,31.0009,0,66,66,2566,0.025720966484801246,1.283
7736,2011-11-23,4,0,11,22,0,3,1,1,13.940000000000001,15.15,61.0,30.002599999999997,3,59,62,2566,0.024162120031176928,1.283
7737,2011-11-23,4,0,11,23,0,3,1,1,13.940000000000001,15.15,61.0,23.9994,4,47,51,2566,0.019875292283710055,1.283
7738,2011-11-24,4,0,11,0,1,4,0,1,13.120000000000001,15.15,56.99999999999999,15.001299999999999,1,22,23,1495,0.015384615384615385,0.7475
7739,2011-11-24,4,0,11,1,1,4,0,1,13.120000000000001,14.395,56.99999999999999,27.999299999999998,1,23,24,1495,0.016053511705685617,0.7475
7740,2011-11-24,4,0,11,2,1,4,0,1,12.299999999999999,14.395,61.0,19.0012,3,19,22,1495,0.01471571906354515,0.7475
7741,2011-11-24,4,0,11,3,1,4,0,1,11.48,14.395,65.0,8.9981,1,4,5,1495,0.0033444816053511705,0.7475
7742,2011-11-24,4,0,11,4,1,4,0,1,12.299999999999999,15.909999999999998,61.0,6.0032,1,1,2,1495,0.0013377926421404682,0.7475
7743,2011-11-24,4,0,11,5,1,4,0,1,12.299999999999999,15.909999999999998,61.0,7.0015,1,10,11,1495,0.007357859531772575,0.7475
7744,2011-11-24,4,0,11,6,1,4,0,1,12.299999999999999,15.909999999999998,61.0,6.0032,1,5,6,1495,0.004013377926421404,0.7475
7745,2011-11-24,4,0,11,7,1,4,0,1,10.66,13.635,75.0,7.0015,9,31,40,1495,0.026755852842809364,0.7475
7746,2011-11-24,4,0,11,8,1,4,0,1,12.299999999999999,15.909999999999998,65.0,6.0032,4,42,46,1495,0.03076923076923077,0.7475
7747,2011-11-24,4,0,11,9,1,4,0,1,13.940000000000001,17.424999999999997,61.0,0.0,13,68,81,1495,0.05418060200668896,0.7475
7748,2011-11-24,4,0,11,10,1,4,0,1,14.76,18.94,56.99999999999999,0.0,34,64,98,1495,0.06555183946488294,0.7475
7749,2011-11-24,4,0,11,11,1,4,0,1,17.22,21.21,41.0,19.999499999999998,52,90,142,1495,0.09498327759197324,0.7475
7750,2011-11-24,4,0,11,12,1,4,0,1,18.86,22.725,36.0,15.001299999999999,62,88,150,1495,0.10033444816053512,0.7475
7751,2011-11-24,4,0,11,13,1,4,0,1,19.68,23.485,33.0,15.001299999999999,84,91,175,1495,0.11705685618729098,0.7475
7752,2011-11-24,4,0,11,14,1,4,0,1,20.5,24.240000000000002,31.0,19.999499999999998,74,94,168,1495,0.11237458193979934,0.7475
7753,2011-11-24,4,0,11,15,1,4,0,1,20.5,24.240000000000002,31.0,16.997899999999998,78,71,149,1495,0.09966555183946488,0.7475
7754,2011-11-24,4,0,11,16,1,4,0,1,20.5,24.240000000000002,34.0,19.0012,48,66,114,1495,0.07625418060200669,0.7475
7755,2011-11-24,4,0,11,17,1,4,0,1,19.68,23.485,33.0,7.0015,34,40,74,1495,0.049498327759197325,0.7475
7756,2011-11-24,4,0,11,18,1,4,0,1,17.22,21.21,50.0,6.0032,13,24,37,1495,0.024749163879598662,0.7475
7757,2011-11-24,4,0,11,19,1,4,0,1,16.400000000000002,20.455000000000002,54.0,7.0015,15,13,28,1495,0.018729096989966554,0.7475
7758,2011-11-24,4,0,11,20,1,4,0,1,14.76,17.424999999999997,76.0,11.0014,14,17,31,1495,0.02073578595317726,0.7475
7759,2011-11-24,4,0,11,21,1,4,0,1,14.76,17.424999999999997,71.0,11.0014,7,19,26,1495,0.017391304347826087,0.7475
7760,2011-11-24,4,0,11,22,1,4,0,1,14.76,17.424999999999997,71.0,11.0014,8,14,22,1495,0.01471571906354515,0.7475
7761,2011-11-24,4,0,11,23,1,4,0,1,13.940000000000001,17.424999999999997,76.0,7.0015,2,19,21,1495,0.014046822742474917,0.7475
7762,2011-11-25,4,0,11,0,0,5,1,1,13.940000000000001,16.665,76.0,11.0014,7,22,29,2792,0.010386819484240688,1.396
7763,2011-11-25,4,0,11,1,0,5,1,1,13.940000000000001,18.18,76.0,0.0,2,12,14,2792,0.00501432664756447,1.396
7764,2011-11-25,4,0,11,2,0,5,1,1,11.48,14.395,81.0,7.0015,4,6,10,2792,0.0035816618911174787,1.396
7765,2011-11-25,4,0,11,3,0,5,1,1,11.48,14.395,75.0,7.0015,0,2,2,2792,0.0007163323782234957,1.396
7766,2011-11-25,4,0,11,4,0,5,1,1,12.299999999999999,15.909999999999998,75.0,7.0015,4,3,7,2792,0.002507163323782235,1.396
7767,2011-11-25,4,0,11,5,0,5,1,1,11.48,15.909999999999998,75.0,0.0,2,3,5,2792,0.0017908309455587394,1.396
7768,2011-11-25,4,0,11,6,0,5,1,1,10.66,13.635,81.0,7.0015,4,9,13,2792,0.004656160458452722,1.396
7769,2011-11-25,4,0,11,7,0,5,1,1,10.66,15.15,81.0,0.0,4,31,35,2792,0.012535816618911174,1.396
7770,2011-11-25,4,0,11,8,0,5,1,1,10.66,13.635,81.0,8.9981,6,68,74,2792,0.02650429799426934,1.396
7771,2011-11-25,4,0,11,9,0,5,1,1,13.120000000000001,17.424999999999997,76.0,0.0,25,70,95,2792,0.03402578796561605,1.396
7772,2011-11-25,4,0,11,10,0,5,1,1,14.76,17.424999999999997,71.0,11.0014,60,82,142,2792,0.0508595988538682,1.396
7773,2011-11-25,4,0,11,11,0,5,1,1,16.400000000000002,20.455000000000002,66.0,7.0015,99,127,226,2792,0.08094555873925502,1.396
7774,2011-11-25,4,0,11,12,0,5,1,1,18.86,22.725,51.0,7.0015,126,146,272,2792,0.09742120343839542,1.396
7775,2011-11-25,4,0,11,13,0,5,1,1,20.5,24.240000000000002,45.0,15.001299999999999,143,140,283,2792,0.10136103151862465,1.396
7776,2011-11-25,4,0,11,14,0,5,1,1,21.32,25.0,39.0,15.001299999999999,122,150,272,2792,0.09742120343839542,1.396
7777,2011-11-25,4,0,11,15,0,5,1,1,21.32,25.0,36.0,12.998000000000001,165,145,310,2792,0.11103151862464183,1.396
7778,2011-11-25,4,0,11,16,0,5,1,1,20.5,24.240000000000002,39.0,11.0014,122,139,261,2792,0.09348137535816618,1.396
7779,2011-11-25,4,0,11,17,0,5,1,1,20.5,24.240000000000002,34.0,7.0015,57,127,184,2792,0.0659025787965616,1.396
7780,2011-11-25,4,0,11,18,0,5,1,1,18.86,22.725,44.0,6.0032,45,108,153,2792,0.05479942693409742,1.396
7781,2011-11-25,4,0,11,19,0,5,1,1,17.22,21.21,67.0,0.0,38,96,134,2792,0.04799426934097421,1.396
7782,2011-11-25,4,0,11,20,0,5,1,1,16.400000000000002,20.455000000000002,57.99999999999999,6.0032,19,76,95,2792,0.03402578796561605,1.396
7783,2011-11-25,4,0,11,21,0,5,1,1,14.76,18.94,71.0,0.0,24,61,85,2792,0.03044412607449857,1.396
7784,2011-11-25,4,0,11,22,0,5,1,1,13.940000000000001,17.424999999999997,71.0,6.0032,12,46,58,2792,0.020773638968481375,1.396
7785,2011-11-25,4,0,11,23,0,5,1,1,13.940000000000001,17.424999999999997,76.0,7.0015,5,28,33,2792,0.01181948424068768,1.396
7786,2011-11-26,4,0,11,0,0,6,0,1,13.940000000000001,17.424999999999997,76.0,7.0015,9,38,47,3068,0.015319426336375489,1.534
7787,2011-11-26,4,0,11,1,0,6,0,1,13.120000000000001,16.665,76.0,6.0032,5,24,29,3068,0.009452411994784877,1.534
7788,2011-11-26,4,0,11,2,0,6,0,1,12.299999999999999,15.909999999999998,81.0,7.0015,3,20,23,3068,0.007496740547588005,1.534
7789,2011-11-26,4,0,11,3,0,6,0,1,12.299999999999999,16.665,81.0,0.0,8,9,17,3068,0.005541069100391135,1.534
7790,2011-11-26,4,0,11,4,0,6,0,1,12.299999999999999,16.665,81.0,0.0,0,4,4,3068,0.001303780964797914,1.534
7791,2011-11-26,4,0,11,5,0,6,0,1,12.299999999999999,15.909999999999998,75.0,7.0015,0,3,3,3068,0.0009778357235984355,1.534
7792,2011-11-26,4,0,11,6,0,6,0,2,12.299999999999999,15.909999999999998,75.0,6.0032,2,8,10,3068,0.003259452411994785,1.534
7793,2011-11-26,4,0,11,7,0,6,0,1,10.66,13.635,87.0,7.0015,4,13,17,3068,0.005541069100391135,1.534
7794,2011-11-26,4,0,11,8,0,6,0,1,13.120000000000001,16.665,76.0,6.0032,10,50,60,3068,0.01955671447196871,1.534
7795,2011-11-26,4,0,11,9,0,6,0,1,13.940000000000001,17.424999999999997,76.0,6.0032,16,67,83,3068,0.027053455019556714,1.534
7796,2011-11-26,4,0,11,10,0,6,0,1,14.76,18.94,81.0,0.0,57,84,141,3068,0.04595827900912647,1.534
7797,2011-11-26,4,0,11,11,0,6,0,1,16.400000000000002,20.455000000000002,62.0,7.0015,107,123,230,3068,0.07496740547588006,1.534
7798,2011-11-26,4,0,11,12,0,6,0,1,18.04,21.97,51.0,0.0,137,172,309,3068,0.10071707953063885,1.534
7799,2011-11-26,4,0,11,13,0,6,0,1,19.68,23.485,44.0,0.0,177,148,325,3068,0.1059322033898305,1.534
7800,2011-11-26,4,0,11,14,0,6,0,2,19.68,23.485,48.0,8.9981,141,158,299,3068,0.09745762711864407,1.534
7801,2011-11-26,4,0,11,15,0,6,0,2,20.5,24.240000000000002,42.0,7.0015,154,160,314,3068,0.10234680573663625,1.534
7802,2011-11-26,4,0,11,16,0,6,0,2,18.86,22.725,47.0,8.9981,137,138,275,3068,0.08963494132985658,1.534
7803,2011-11-26,4,0,11,17,0,6,0,2,18.86,22.725,47.0,8.9981,62,122,184,3068,0.05997392438070404,1.534
7804,2011-11-26,4,0,11,18,0,6,0,2,17.22,21.21,62.0,11.0014,67,118,185,3068,0.06029986962190352,1.534
7805,2011-11-26,4,0,11,19,0,6,0,2,16.400000000000002,20.455000000000002,71.0,6.0032,46,100,146,3068,0.04758800521512386,1.534
7806,2011-11-26,4,0,11,20,0,6,0,2,17.22,21.21,57.99999999999999,0.0,55,86,141,3068,0.04595827900912647,1.534
7807,2011-11-26,4,0,11,21,0,6,0,2,15.58,19.695,82.0,0.0,20,72,92,3068,0.02998696219035202,1.534
7808,2011-11-26,4,0,11,22,0,6,0,2,15.58,19.695,76.0,0.0,14,51,65,3068,0.0211864406779661,1.534
7809,2011-11-26,4,0,11,23,0,6,0,1,14.76,18.94,81.0,0.0,18,51,69,3068,0.022490221642764017,1.534
7810,2011-11-27,4,0,11,0,0,0,0,1,14.76,18.94,81.0,0.0,7,39,46,3071,0.014978834255942689,1.5355
7811,2011-11-27,4,0,11,1,0,0,0,1,14.76,18.94,81.0,0.0,9,35,44,3071,0.014327580592640833,1.5355
7812,2011-11-27,4,0,11,2,0,0,0,1,13.940000000000001,18.18,81.0,0.0,9,22,31,3071,0.010094431781178768,1.5355
7813,2011-11-27,4,0,11,3,0,0,0,1,13.940000000000001,18.18,87.0,0.0,9,8,17,3071,0.005535656138065777,1.5355
7814,2011-11-27,4,0,11,4,0,0,0,1,13.940000000000001,17.424999999999997,87.0,7.0015,0,4,4,3071,0.0013025073266037122,1.5355
7815,2011-11-27,4,0,11,5,0,0,0,1,14.76,17.424999999999997,87.0,12.998000000000001,0,5,5,3071,0.0016281341582546401,1.5355
7816,2011-11-27,4,0,11,6,0,0,0,1,15.58,19.695,82.0,11.0014,0,9,9,3071,0.002930641484858352,1.5355
7817,2011-11-27,4,0,11,7,0,0,0,1,15.58,19.695,87.0,15.001299999999999,12,11,23,3071,0.007489417127971344,1.5355
7818,2011-11-27,4,0,11,8,0,0,0,1,16.400000000000002,20.455000000000002,82.0,19.999499999999998,6,36,42,3071,0.013676326929338978,1.5355
7819,2011-11-27,4,0,11,9,0,0,0,1,18.86,22.725,72.0,19.0012,21,90,111,3071,0.03614457831325301,1.5355
7820,2011-11-27,4,0,11,10,0,0,0,1,18.86,22.725,72.0,19.0012,58,131,189,3071,0.0615434711820254,1.5355
7821,2011-11-27,4,0,11,11,0,0,0,1,20.5,24.240000000000002,63.0,23.9994,83,157,240,3071,0.07815043959622273,1.5355
7822,2011-11-27,4,0,11,12,0,0,0,1,22.14,25.759999999999998,56.00000000000001,19.0012,63,193,256,3071,0.08336046890263758,1.5355
7823,2011-11-27,4,0,11,13,0,0,0,1,22.14,25.759999999999998,60.0,12.998000000000001,97,216,313,3071,0.10192119830674047,1.5355
7824,2011-11-27,4,0,11,14,0,0,0,1,25.419999999999998,31.06,43.0,31.0009,113,200,313,3071,0.10192119830674047,1.5355
7825,2011-11-27,4,0,11,15,0,0,0,1,25.419999999999998,31.06,43.0,19.0012,96,221,317,3071,0.10322370563334418,1.5355
7826,2011-11-27,4,0,11,16,0,0,0,1,22.96,26.515,52.0,16.997899999999998,94,229,323,3071,0.10517746662324975,1.5355
7827,2011-11-27,4,0,11,17,0,0,0,1,22.14,25.759999999999998,56.00000000000001,12.998000000000001,37,167,204,3071,0.06642787365678932,1.5355
7828,2011-11-27,4,0,11,18,0,0,0,1,20.5,24.240000000000002,63.0,11.0014,25,130,155,3071,0.05047215890589384,1.5355
7829,2011-11-27,4,0,11,19,0,0,0,1,19.68,23.485,67.0,15.001299999999999,30,109,139,3071,0.045262129599479,1.5355
7830,2011-11-27,4,0,11,20,0,0,0,1,20.5,24.240000000000002,63.0,16.997899999999998,10,94,104,3071,0.03386519049169651,1.5355
7831,2011-11-27,4,0,11,21,0,0,0,1,19.68,23.485,67.0,19.0012,13,75,88,3071,0.028655161185281667,1.5355
7832,2011-11-27,4,0,11,22,0,0,0,1,19.68,23.485,72.0,16.997899999999998,13,53,66,3071,0.02149137088896125,1.5355
7833,2011-11-27,4,0,11,23,0,0,0,1,19.68,23.485,72.0,16.997899999999998,5,27,32,3071,0.010420058612829698,1.5355
7834,2011-11-28,4,0,11,0,0,1,1,1,18.86,22.725,77.0,19.0012,6,10,16,3867,0.004137574347039048,1.9335
7835,2011-11-28,4,0,11,1,0,1,1,1,18.86,22.725,77.0,19.999499999999998,1,12,13,3867,0.0033617791569692267,1.9335
7836,2011-11-28,4,0,11,3,0,1,1,1,18.04,21.97,88.0,15.001299999999999,1,4,5,3867,0.0012929919834497026,1.9335
7837,2011-11-28,4,0,11,4,0,1,1,1,18.04,21.97,82.0,6.0032,0,4,4,3867,0.001034393586759762,1.9335
7838,2011-11-28,4,0,11,5,0,1,1,1,16.400000000000002,20.455000000000002,87.0,0.0,0,34,34,3867,0.008792345487457979,1.9335
7839,2011-11-28,4,0,11,6,0,1,1,1,17.22,21.21,82.0,6.0032,6,98,104,3867,0.026894233255753814,1.9335
7840,2011-11-28,4,0,11,7,0,1,1,1,17.22,21.21,88.0,0.0,7,270,277,3867,0.07163175588311352,1.9335
7841,2011-11-28,4,0,11,8,0,1,1,2,17.22,21.21,94.0,0.0,13,394,407,3867,0.10524954745280579,1.9335
7842,2011-11-28,4,0,11,9,0,1,1,2,18.04,21.97,88.0,15.001299999999999,17,191,208,3867,0.05378846651150763,1.9335
7843,2011-11-28,4,0,11,10,0,1,1,2,19.68,23.485,77.0,8.9981,21,86,107,3867,0.027670028445823634,1.9335
7844,2011-11-28,4,0,11,11,0,1,1,2,21.32,25.0,68.0,7.0015,11,107,118,3867,0.030514610809412982,1.9335
7845,2011-11-28,4,0,11,12,0,1,1,1,22.96,26.515,60.0,7.0015,13,165,178,3867,0.04603051461080941,1.9335
7846,2011-11-28,4,0,11,13,0,1,1,2,23.779999999999998,27.275,56.00000000000001,0.0,25,137,162,3867,0.04189294026377036,1.9335
7847,2011-11-28,4,0,11,14,0,1,1,1,24.599999999999998,31.06,56.00000000000001,0.0,14,129,143,3867,0.0369795707266615,1.9335
7848,2011-11-28,4,0,11,15,0,1,1,1,23.779999999999998,27.275,60.0,11.0014,18,132,150,3867,0.038789759503491075,1.9335
7849,2011-11-28,4,0,11,16,0,1,1,1,22.96,26.515,60.0,12.998000000000001,24,240,264,3867,0.0682699767261443,1.9335
7850,2011-11-28,4,0,11,17,0,1,1,1,23.779999999999998,27.275,56.00000000000001,12.998000000000001,24,444,468,3867,0.12102404965089217,1.9335
7851,2011-11-28,4,0,11,18,0,1,1,1,22.96,26.515,64.0,15.001299999999999,20,396,416,3867,0.10757693302301526,1.9335
7852,2011-11-28,4,0,11,19,0,1,1,1,22.14,25.759999999999998,73.0,15.001299999999999,4,260,264,3867,0.0682699767261443,1.9335
7853,2011-11-28,4,0,11,20,0,1,1,2,22.14,25.759999999999998,73.0,16.997899999999998,12,206,218,3867,0.056374450478407036,1.9335
7854,2011-11-28,4,0,11,21,0,1,1,2,22.14,25.759999999999998,77.0,15.001299999999999,4,152,156,3867,0.04034134988363072,1.9335
7855,2011-11-28,4,0,11,22,0,1,1,2,21.32,25.0,83.0,7.0015,7,102,109,3867,0.028187225239203518,1.9335
7856,2011-11-28,4,0,11,23,0,1,1,2,21.32,25.0,83.0,8.9981,5,41,46,3867,0.011895526247737265,1.9335
7857,2011-11-29,4,0,11,0,0,2,1,1,21.32,25.0,83.0,0.0,4,18,22,2914,0.0075497597803706245,1.457
